track_id,video_id,n_segments,title,pd_class,matched_hymn,match_score,title_says_scripture,content_theme_signal,handle,n_words,video_views
1UItx9upywQ#12,1UItx9upywQ,30,"""Wash Me Clean"" - Psalm 51",SCRIPTURE_PARAPHRASE,,0.0,True,True,rivers-and-revival,144,1024147.0
1UItx9upywQ#13,1UItx9upywQ,11,"""Lift My Eyes"" - Psalm 121",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,106,1024147.0
1UItx9upywQ#14,1UItx9upywQ,16,"""Safe in His Shadow"" - Psalm 91",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,112,1024147.0
1UItx9upywQ#15,1UItx9upywQ,14,"""Judge of the Earth"" - Psalm 94",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,101,1024147.0
1UItx9upywQ#16,1UItx9upywQ,18,"""The Lord Reigns"" - Psalm 97",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,130,1024147.0
1UItx9upywQ#17,1UItx9upywQ,14,"""Hear My Cry"" - Psalm 61",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,112,1024147.0
1UItx9upywQ#18,1UItx9upywQ,29,"""You Know Me"" - Psalm 139",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,169,1024147.0
1UItx9upywQ#19,1UItx9upywQ,10,"""You Hear the Helpless Cry"" - Psalm 10",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,82,1024147.0
1UItx9upywQ#20,1UItx9upywQ,16,"""The Fool Says in His Heart"" - Psalm 14",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,137,1024147.0
1UItx9upywQ#21,1UItx9upywQ,25,"""Hear My Cry for Mercy"" - Psalm 28",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,149,1024147.0
1UItx9upywQ#22,1UItx9upywQ,15,"""Blessed and Free"" - Psalm 32",SCRIPTURE_PARAPHRASE,,0.0,True,False,rivers-and-revival,120,1024147.0
2y2CcCzAtyM#01,2y2CcCzAtyM,60,1 — Lay It All Down,NEW_COMPOSITION,,0.0,False,True,stillworshipmusic,343,1298849.0
2y2CcCzAtyM#02,2y2CcCzAtyM,45,"2 — Bless the Lord, O My Soul",NEW_COMPOSITION,,0.0,False,True,stillworshipmusic,318,1298849.0
2y2CcCzAtyM#03,2y2CcCzAtyM,47,3 — My Soul Waiteth,NEW_COMPOSITION,,0.0,False,True,stillworshipmusic,290,1298849.0
2y2CcCzAtyM#04,2y2CcCzAtyM,47,4 — Great Is Thy Faithfulness,NEW_COMPOSITION,Great Is Thy Faithfulness,0.2,False,False,stillworshipmusic,265,1298849.0
2y2CcCzAtyM#05,2y2CcCzAtyM,45,5 — Still My Soul,NEW_COMPOSITION,,0.0,False,True,stillworshipmusic,281,1298849.0
2y2CcCzAtyM#06,2y2CcCzAtyM,62,6 — Underneath His Wings,NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,469,1298849.0
2y2CcCzAtyM#07,2y2CcCzAtyM,36,7 — Thou Art Worthy,NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,244,1298849.0
2y2CcCzAtyM#08,2y2CcCzAtyM,42,"8 — Come Away With Me, Lord",NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,258,1298849.0
2y2CcCzAtyM#09,2y2CcCzAtyM,42,9 — In the Secret Place,NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,231,1298849.0
2y2CcCzAtyM#10,2y2CcCzAtyM,45,10 — Benediction (The Lord Bless Thee),NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,353,1298849.0
2y2CcCzAtyM#11,2y2CcCzAtyM,40,11 — Perfect Peace,NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,253,1298849.0
2y2CcCzAtyM#12,2y2CcCzAtyM,50,12 — Valley Song,NEW_COMPOSITION,,0.0,False,True,stillworshipmusic,318,1298849.0
2y2CcCzAtyM#13,2y2CcCzAtyM,36,13 — He Restoreth My Soul,NEW_COMPOSITION,,0.0,False,True,stillworshipmusic,251,1298849.0
2y2CcCzAtyM#14,2y2CcCzAtyM,49,"14 — Hold Me, Lord",NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,313,1298849.0
2y2CcCzAtyM#15,2y2CcCzAtyM,59,"15 — I Will Bless Thee, O Lord",NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,447,1298849.0
2y2CcCzAtyM#16,2y2CcCzAtyM,45,16 — Give Thanks Unto the Lord,NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,271,1298849.0
2y2CcCzAtyM#17,2y2CcCzAtyM,57,17 — I Will Lay Me Down in Peace,NEW_COMPOSITION,,0.0,False,True,stillworshipmusic,292,1298849.0
2y2CcCzAtyM#18,2y2CcCzAtyM,41,18 — He's Been Good to Me,NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,299,1298849.0
2y2CcCzAtyM#19,2y2CcCzAtyM,36,19 — I Yield,NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,283,1298849.0
5n1cYN-yDmo#01,5n1cYN-yDmo,57,Amazing Grace,HYMN_PARTIAL_PD,Amazing Grace,0.444,False,True,revivalworshiproommusic,401,614050.0
5n1cYN-yDmo#02,5n1cYN-yDmo,61,Never Would Have Made It,NEW_COMPOSITION,,0.0,False,False,revivalworshiproommusic,411,614050.0
5n1cYN-yDmo#03,5n1cYN-yDmo,69,I Need You Now,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,406,614050.0
5n1cYN-yDmo#04,5n1cYN-yDmo,57,Blessed & Highly Favoured,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,405,614050.0
5n1cYN-yDmo#05,5n1cYN-yDmo,51,"Never Would Have Made It Without Your Grace, Lord",NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,311,614050.0
5n1cYN-yDmo#06,5n1cYN-yDmo,74,God is Good,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,418,614050.0
5n1cYN-yDmo#07,5n1cYN-yDmo,49,Alpha & Omega,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,281,614050.0
5n1cYN-yDmo#08,5n1cYN-yDmo,72,The Storm Is Over Now,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,438,614050.0
5n1cYN-yDmo#09,5n1cYN-yDmo,69,I'm Gonna Be Ready,NEW_COMPOSITION,Every Time I Feel the Spirit,0.286,False,True,revivalworshiproommusic,426,614050.0
5n1cYN-yDmo#10,5n1cYN-yDmo,67,Part 2: Never Would Have Made It,NEW_COMPOSITION,,0.0,False,False,revivalworshiproommusic,433,614050.0
5n1cYN-yDmo#11,5n1cYN-yDmo,59,Part 2: Blessed & Highly Favoured,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,434,614050.0
5n1cYN-yDmo#12,5n1cYN-yDmo,71,Part 2: The Storm Is Over Now,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,430,614050.0
5n1cYN-yDmo#13,5n1cYN-yDmo,52,"Part 2: Never Would Have Made It Without Your Grace, Lord",NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,322,614050.0
6rz6D787n0U#01,6rz6D787n0U,23,1. Psalm 1 – Like a Tree by the River,SCRIPTURE_PARAPHRASE,,0.0,True,False,holygrooveofficial,173,1697203.0
6rz6D787n0U#02,6rz6D787n0U,21,2. Psalm 91 – Under His Wings,SCRIPTURE_PARAPHRASE,,0.0,True,False,holygrooveofficial,151,1697203.0
6rz6D787n0U#03,6rz6D787n0U,23,3. Psalm 19 – Heaven’s Blues,SCRIPTURE_PARAPHRASE,,0.0,True,False,holygrooveofficial,172,1697203.0
6rz6D787n0U#04,6rz6D787n0U,18,4. Psalm 121 – Keeper of My Steps,SCRIPTURE_PARAPHRASE,,0.0,True,True,holygrooveofficial,169,1697203.0
6rz6D787n0U#05,6rz6D787n0U,17,5. Psalm 32 – Covered by Mercy,SCRIPTURE_PARAPHRASE,,0.0,True,False,holygrooveofficial,138,1697203.0
6rz6D787n0U#06,6rz6D787n0U,19,6. Psalm 46 – River in the Ruins,SCRIPTURE_PARAPHRASE,,0.0,True,False,holygrooveofficial,156,1697203.0
6rz6D787n0U#07,6rz6D787n0U,22,7. Psalm 63 – My Soul Thirsts for You,SCRIPTURE_PARAPHRASE,,0.0,True,True,holygrooveofficial,174,1697203.0
6rz6D787n0U#08,6rz6D787n0U,14,8. Psalm 40 – Out of the Pit,SCRIPTURE_PARAPHRASE,,0.0,True,False,holygrooveofficial,169,1697203.0
6rz6D787n0U#09,6rz6D787n0U,18,9. Psalm 24 – Open Up the Gates,SCRIPTURE_PARAPHRASE,,0.0,True,True,holygrooveofficial,165,1697203.0
6rz6D787n0U#10,6rz6D787n0U,22,10. Psalm 139 – Known and Carried,SCRIPTURE_PARAPHRASE,,0.0,True,False,holygrooveofficial,159,1697203.0
942nxbPorY4#01,942nxbPorY4,44,Jesus is King,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,243,412491.0
942nxbPorY4#02,942nxbPorY4,56,Amazing Grace,NEW_COMPOSITION,Amazing Grace,0.333,False,True,revivalworshiproommusic,250,412491.0
942nxbPorY4#03,942nxbPorY4,46,The Storm,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,263,412491.0
942nxbPorY4#04,942nxbPorY4,41,Breath On Me Again,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,222,412491.0
942nxbPorY4#05,942nxbPorY4,47,Never Forsake Me Lord,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,248,412491.0
942nxbPorY4#06,942nxbPorY4,40,I Follow You Jesus,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,258,412491.0
942nxbPorY4#07,942nxbPorY4,39,I Saw The Light,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,235,412491.0
942nxbPorY4#08,942nxbPorY4,44,Be Thou My Vision,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,275,412491.0
942nxbPorY4#09,942nxbPorY4,55,Jireh,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,219,412491.0
942nxbPorY4#10,942nxbPorY4,41,Jesus is King Pt.2,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,218,412491.0
942nxbPorY4#11,942nxbPorY4,54,Amazing Grace Pt.2,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,278,412491.0
942nxbPorY4#12,942nxbPorY4,38,I Can Do All Things Through Jesus Christ,NEW_COMPOSITION,,0.0,False,False,revivalworshiproommusic,175,412491.0
DL1lnwaff8k#02,DL1lnwaff8k,22,1. Ecclesiastes 1 – Vanity Blues,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,168,511274.0
DL1lnwaff8k#03,DL1lnwaff8k,23,2. Ecclesiastes 2 – Chasing the Wind,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,196,511274.0
DL1lnwaff8k#04,DL1lnwaff8k,17,3. Ecclesiastes 3 – A Time for Every Blues,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,185,511274.0
DL1lnwaff8k#05,DL1lnwaff8k,31,4. Ecclesiastes 4 – Better Not Born,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,213,511274.0
DL1lnwaff8k#06,DL1lnwaff8k,16,5. Ecclesiastes 5 – Guard Thy Steps,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,195,511274.0
DL1lnwaff8k#07,DL1lnwaff8k,19,6. Ecclesiastes 6 – A Soul Not Satisfied,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,198,511274.0
DL1lnwaff8k#08,DL1lnwaff8k,19,7. Ecclesiastes 7 – The House of Mourning,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,191,511274.0
DL1lnwaff8k#09,DL1lnwaff8k,19,8. Ecclesiastes 8 – It Shall Be Well,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,208,511274.0
DL1lnwaff8k#10,DL1lnwaff8k,22,9. Ecclesiastes 9 – Under the Sun,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,202,511274.0
DL1lnwaff8k#11,DL1lnwaff8k,26,10. Ecclesiastes 10 – Dead Flies and Folly,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,208,511274.0
DL1lnwaff8k#12,DL1lnwaff8k,19,11. Ecclesiastes 11 – Cast Thy Bread,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,200,511274.0
DL1lnwaff8k#13,DL1lnwaff8k,19,12. Ecclesiastes 12 – Dust Shall Return,NEW_COMPOSITION,,0.0,False,False,holygrooveofficial,198,511274.0
JqDkxKCb4ec#01,JqDkxKCb4ec,28,Trust In The Lord (Proverbs 3),NEW_COMPOSITION,,0.0,False,True,rivers-and-revival,238,140787.0
JqDkxKCb4ec#02,JqDkxKCb4ec,22,The Shadowed Street (Proverbs 7),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,155,140787.0
JqDkxKCb4ec#03,JqDkxKCb4ec,17,A Soft Answer (Proverbs 15),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,168,140787.0
JqDkxKCb4ec#04,JqDkxKCb4ec,30,The Beginning Of Wisdom (Proverbs 1),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,224,140787.0
JqDkxKCb4ec#05,JqDkxKCb4ec,68,Walk With The Wise (Proverbs 13),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,364,140787.0
JqDkxKCb4ec#06,JqDkxKCb4ec,26,The Honey Turns To Fire (Proverbs 5),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,157,140787.0
JqDkxKCb4ec#07,JqDkxKCb4ec,38,Wisdom Cries Out (Proverbs 8),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,216,140787.0
JqDkxKCb4ec#08,JqDkxKCb4ec,34,Treasure Of The Soul (Proverbs 2),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,223,140787.0
JqDkxKCb4ec#09,JqDkxKCb4ec,32,Guard Your Heart (Proverbs 4),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,160,140787.0
JqDkxKCb4ec#10,JqDkxKCb4ec,27,The Scales Of Truth (Proverbs 11),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,149,140787.0
JqDkxKCb4ec#11,JqDkxKCb4ec,32,Rooted In Truth (Proverbs 12),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,156,140787.0
JqDkxKCb4ec#12,JqDkxKCb4ec,19,The House Wisdom Built (Proverbs 14),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,143,140787.0
JqDkxKCb4ec#13,JqDkxKCb4ec,26,The Feast Of Fools (Proverbs 9),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,177,140787.0
JqDkxKCb4ec#14,JqDkxKCb4ec,36,Don't Sleep On Wisdom (Proverbs 6),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,211,140787.0
L7rzNkHLG6o#01,L7rzNkHLG6o,28,,NEW_COMPOSITION,,0.0,False,True,saltandlight-k2z,212,385943.0
NwYKGZpyYs8#01,NwYKGZpyYs8,39,In The Beginning (John 1),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,305,112790.0
NwYKGZpyYs8#02,NwYKGZpyYs8,45,Water To Wine (John 2),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,303,112790.0
NwYKGZpyYs8#03,NwYKGZpyYs8,50,Born Again (John 3),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,385,112790.0
NwYKGZpyYs8#04,NwYKGZpyYs8,48,Living Water (John 4),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,313,112790.0
NwYKGZpyYs8#05,NwYKGZpyYs8,35,Rise And Walk (John 5),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,310,112790.0
NwYKGZpyYs8#06,NwYKGZpyYs8,58,Bread Of Life (John 6),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,406,112790.0
NwYKGZpyYs8#07,NwYKGZpyYs8,44,Come And Drink (John 7),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,336,112790.0
NwYKGZpyYs8#08,NwYKGZpyYs8,45,Light Of The World (John 8),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,322,112790.0
NwYKGZpyYs8#09,NwYKGZpyYs8,60,I Was Blind (John 9),NEW_COMPOSITION,,0.0,False,True,rivers-and-revival,474,112790.0
NwYKGZpyYs8#10,NwYKGZpyYs8,40,The Good Shepherd (John 10),NEW_COMPOSITION,,0.0,False,True,rivers-and-revival,362,112790.0
NwYKGZpyYs8#11,NwYKGZpyYs8,66,I Am The Resurrection (John 11),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,417,112790.0
NwYKGZpyYs8#12,NwYKGZpyYs8,41,Lifted Up (John 12),NEW_COMPOSITION,,0.0,False,True,rivers-and-revival,351,112790.0
NwYKGZpyYs8#13,NwYKGZpyYs8,54,Love One Another (John 13),NEW_COMPOSITION,,0.0,False,True,rivers-and-revival,376,112790.0
NwYKGZpyYs8#14,NwYKGZpyYs8,51,The Way The Truth The Life (John 14),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,386,112790.0
NwYKGZpyYs8#15,NwYKGZpyYs8,39,Abide In Me (John 15),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,415,112790.0
NwYKGZpyYs8#16,NwYKGZpyYs8,58,Peace I Leave (John 16),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,417,112790.0
NwYKGZpyYs8#17,NwYKGZpyYs8,127,Glorify Your Son (John 17),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,704,112790.0
NwYKGZpyYs8#18,NwYKGZpyYs8,40,Not Of This World (John 18),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,273,112790.0
NwYKGZpyYs8#19,NwYKGZpyYs8,71,It Is Finished (John 19),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,470,112790.0
NwYKGZpyYs8#20,NwYKGZpyYs8,85,He Is Risen (John 20),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,557,112790.0
NwYKGZpyYs8#21,NwYKGZpyYs8,68,Follow Me (John 21),NEW_COMPOSITION,,0.0,False,False,rivers-and-revival,483,112790.0
ODr3aDcsuNA#01,ODr3aDcsuNA,24,1. Psalm 1 – Like a Tree by the River,SCRIPTURE_PARAPHRASE,,0.0,True,False,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,172,70651.0
ODr3aDcsuNA#02,ODr3aDcsuNA,19,2. Psalm 91 – Under His Wings,SCRIPTURE_PARAPHRASE,,0.0,True,False,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,152,70651.0
ODr3aDcsuNA#03,ODr3aDcsuNA,21,3. Psalm 19 – Heaven’s Blues,SCRIPTURE_PARAPHRASE,,0.0,True,False,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,171,70651.0
ODr3aDcsuNA#04,ODr3aDcsuNA,16,4. Psalm 121 – Keeper of My Steps,SCRIPTURE_PARAPHRASE,,0.0,True,True,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,169,70651.0
ODr3aDcsuNA#05,ODr3aDcsuNA,16,5. Psalm 32 – Covered by Mercy,SCRIPTURE_PARAPHRASE,,0.0,True,False,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,138,70651.0
ODr3aDcsuNA#06,ODr3aDcsuNA,19,6. Psalm 46 – River in the Ruins,SCRIPTURE_PARAPHRASE,,0.0,True,False,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,157,70651.0
ODr3aDcsuNA#07,ODr3aDcsuNA,19,7. Psalm 63 – My Soul Thirsts for You,SCRIPTURE_PARAPHRASE,,0.0,True,True,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,172,70651.0
ODr3aDcsuNA#08,ODr3aDcsuNA,16,8. Psalm 40 – Out of the Pit,SCRIPTURE_PARAPHRASE,,0.0,True,False,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,169,70651.0
ODr3aDcsuNA#09,ODr3aDcsuNA,18,9. Psalm 24 – Open Up the Gates,SCRIPTURE_PARAPHRASE,,0.0,True,True,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,163,70651.0
QJl7vyz8YTQ#10,QJl7vyz8YTQ,39,Psalm.Be Still,NEW_COMPOSITION,,0.0,False,True,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,286,28659.0
QJl7vyz8YTQ#11,QJl7vyz8YTQ,35,Psalm.Clean Heart,NEW_COMPOSITION,,0.0,False,False,channel:UCZq1Q0yt7GMsQ8i9wpYFO4Q,210,28659.0
QMpT5KmaQys#01,QMpT5KmaQys,62,,NEW_COMPOSITION,,0.0,False,True,saltandlight-k2z,416,684208.0
RNBCdT6dOW4#01,RNBCdT6dOW4,16,,NEW_COMPOSITION,,0.0,False,False,stillworshipmusic,120,878627.0
Ss0pA-Cw8V0#01,Ss0pA-Cw8V0,49,Prayed Up,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,376,344647.0
Ss0pA-Cw8V0#02,Ss0pA-Cw8V0,48,His Blood,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,359,344647.0
Ss0pA-Cw8V0#03,Ss0pA-Cw8V0,61,In His Light,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,427,344647.0
Ss0pA-Cw8V0#04,Ss0pA-Cw8V0,44,Christ My Saviour,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,325,344647.0
Ss0pA-Cw8V0#05,Ss0pA-Cw8V0,53,Won't He Do It,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,444,344647.0
Ss0pA-Cw8V0#06,Ss0pA-Cw8V0,61,God Walks With Me Through The Storm Together,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,473,344647.0
Ss0pA-Cw8V0#07,Ss0pA-Cw8V0,56,I Need An Angel,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,387,344647.0
Ss0pA-Cw8V0#08,Ss0pA-Cw8V0,40,Jireh,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,287,344647.0
Ss0pA-Cw8V0#09,Ss0pA-Cw8V0,77,He Dried My Tears,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,512,344647.0
Ss0pA-Cw8V0#10,Ss0pA-Cw8V0,61,Lion Of Judah,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,443,344647.0
Ss0pA-Cw8V0#11,Ss0pA-Cw8V0,78,Amazing Grace,NEW_COMPOSITION,Amazing Grace,0.333,False,True,revivalworshiproommusic,549,344647.0
Ss0pA-Cw8V0#12,Ss0pA-Cw8V0,55,God's Mercy,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,410,344647.0
Ss0pA-Cw8V0#13,Ss0pA-Cw8V0,58,God Will Make Away,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,383,344647.0
Ss0pA-Cw8V0#14,Ss0pA-Cw8V0,69,Jesus Reigns Forever,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,432,344647.0
Ss0pA-Cw8V0#15,Ss0pA-Cw8V0,47,God Did It,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,454,344647.0
Ss0pA-Cw8V0#16,Ss0pA-Cw8V0,65,Goodness of God,NEW_COMPOSITION,,0.0,False,True,revivalworshiproommusic,562,344647.0
