video_id,handle,title,view_count,outlier_ratio,duration_band,age_days,vpd,published_at
fZNLxyp9v0Y,stillworshipmusic,I'm Covered When It Counts | Christian Blues Testimony Sermon & R&B Gospel Song,546,0.07087227414330217,6-30m,203,2.689655172413793,2026-01-22 00:01:00+00:00
PFndGZ54i18,stillworshipmusic,I Walk Easy Now | Soulful Christian Blues Praise & R&B Gospel Worship Song,733,0.0951453790238837,6-30m,204,3.593137254901961,2026-01-21 00:00:34+00:00
1XZiJxc1RVo,stillworshipmusic,Christian Blues Gospel R&B – Steady Protection | Praise & Worship · Black Gospel Music,1335,0.17328660436137072,6-30m,206,6.480582524271845,2026-01-18 18:00:02+00:00
QIrgS9AFIyc,stillworshipmusic,Soulful Gospel Blues Praise – Give Thanks to the Lord | Christian Worship Playlist,688,0.0893042575285566,6-30m,208,3.3076923076923075,2026-01-16 17:00:54+00:00
jGJjPA5AHpY,stillworshipmusic,Christian Blues Gospel R&B – Steady Strength | Praise & Worship Black Gospel Music,990,0.12850467289719625,6-30m,210,4.714285714285714,2026-01-14 15:01:33+00:00
GV2iUPk28YM,stillworshipmusic,Christian Blues – Steady Faith in a Rance Allen Style | Gospel Blues & Black Gospel Music Worship,596,0.07736240913811007,6-30m,212,2.811320754716981,2026-01-12 21:00:16+00:00
CQSENxc1nvQ,stillworshipmusic,Soul Blues – The Lord Remembers You | Christian Gospel Blues Worship Music,558,0.07242990654205607,30-60m,222,2.5135135135135136,2026-01-02 15:00:31+00:00
beJfOXpdeJU,stillworshipmusic,Blues Gospel Hymns – Slow Down and Breathe,529,0.0686656282450675,30-60m,226,2.34070796460177,2025-12-29 15:01:15+00:00
I2RDajR7UR4,stillworshipmusic,Wade in the Water | Gospel Blues Playlist | Timeless Christian Worship Music,820,0.10643821391484942,30-60m,228,3.5964912280701755,2025-12-27 15:00:38+00:00
rYqGxhZx8Uw,stillworshipmusic,Pause & Breathe | Soulful Gospel Blues for When Life Gets Heavy,519,0.06736760124610591,6-30m,232,2.2370689655172415,2025-12-23 15:30:39+00:00
bFaDln7KO8s,stillworshipmusic,Jesus on the Mainline | Classic Gospel Blues & Modern Worship Blend,607,0.07879023883696781,1-3h,233,2.6051502145922747,2025-12-22 15:30:34+00:00
63Je-MYNTLI,stillworshipmusic,Morning Worship Blues | Soulful Gospel Playlist for Peace & Devotion,1404,0.1822429906542056,1-3h,235,5.974468085106383,2025-12-20 15:30:04+00:00
9VB4o4mYQ1Y,stillworshipmusic,Deep Gospel Blues & R&B Praise | Find Healing in Worship,896,0.11630321910695743,1-3h,237,3.780590717299578,2025-12-18 15:30:07+00:00
zlsj3rLmmuI,stillworshipmusic,Spirit-Filled Gospel Blues & R&B | Soulful Christian Praise & Worship Vol. 2,950,0.12331256490134995,1-3h,238,3.991596638655462,2025-12-17 15:01:57+00:00
sMKwYO8lS3g,stillworshipmusic,Feeling Overlooked? He Sees You | Gospel Worship Music,500,0.06490134994807892,6-30m,239,2.092050209205021,2025-12-16 15:01:43+00:00
TKN0UkdUvr4,stillworshipmusic,When Gospel Meets Blues… Something Powerful Happens,515,0.06684839044652129,30-60m,242,2.128099173553719,2025-12-13 15:30:13+00:00
vhZ0LQwvdRg,stillworshipmusic,THIS ALBUM TOOK ME BACK HOME AGAIN 🎶 Christian Blues Gospel R&B,547,0.07100207684319834,6-30m,245,2.23265306122449,2025-12-10 15:30:46+00:00
Ym7wnKR1BWg,stillworshipmusic,THIS ALBUM BROUGHT ME PEACE | Christian Blues Gospel R&B,658,0.08541017653167186,30-60m,246,2.6747967479674797,2025-12-09 19:00:38+00:00
ZfyqWHDRHhc,stillworshipmusic,"LORD, HELP ME FIND PEACE IN WHAT I’M FACING | Soulful Gospel Blues",728,0.09449636552440291,30-60m,248,2.935483870967742,2025-12-08 00:00:41+00:00
Pis5lnVLoUY,stillworshipmusic,I FELT THE HOLY SPIRIT MOVE WHEN I HEARD THIS ANOINTED SONG | Powerful Gospel Worship,541,0.0702232606438214,1-6m,248,2.181451612903226,2025-12-07 13:00:47+00:00
YMEn5xI5Xxc,stillworshipmusic,"LORD, I’M TRYING TO FIND MY PEACE AGAIN | Gospel Blues",686,0.08904465212876428,6-30m,253,2.7114624505928853,2025-12-03 00:30:27+00:00
JtKEjZwDWPk,stillworshipmusic,Christian Blues Worship | Strength in the Quiet Moments,625,0.08112668743509865,30-60m,254,2.4606299212598426,2025-12-01 14:00:35+00:00
Pr-wnPYJz3E,stillworshipmusic,Black Gospel Soul | Music to Heal Your Heavy Heart,1190,0.15446521287642784,30-60m,256,4.6484375,2025-11-29 14:00:53+00:00
Dfen8SPY0V0,stillworshipmusic,When Your Heart is Too Heavy to Carry | Gospel Blues Healing,594,0.07710280373831775,6-30m,259,2.2934362934362933,2025-11-26 14:00:19+00:00
tX0C8jvNEP4,stillworshipmusic,Find Peace in God's Open Arms Through This Gospel,549,0.07126168224299065,6-30m,260,2.1115384615384616,2025-11-25 14:01:39+00:00
kf6pyDPU2Ss,stillworshipmusic,Healing Gospel Blues | Soulful Worship Music for Spiritual Peace,960,0.12461059190031153,6-30m,261,3.67816091954023,2025-11-24 14:01:24+00:00
jFqWrBJp0c8,stillworshipmusic,Live Again in His Peace 🔴 Soulful Gospel Blues Worship LIVE,770,0.09994807892004154,3h+,262,2.9389312977099236,2025-11-24 02:25:30+00:00
UvUulWUbJt4,stillworshipmusic,When You Need To Breathe Again #SoulfulWorship #ChristianMusic #GospelBlues,1223,0.15874870197300103,1-6m,264,4.632575757575758,2025-11-21 17:00:53+00:00
-H5r_Y3IAuo,stillworshipmusic,When God Never Leaves You in the Darkness #GospelBlues #Worship #Faith,1519,0.19717030114226375,1-6m,268,5.667910447761194,2025-11-17 19:00:00+00:00
RtA0fLXqMPY,stillworshipmusic,Gospel Blues Worship | Let The Spirit Lead,1446,0.18769470404984423,1-6m,269,5.37546468401487,2025-11-16 17:30:07+00:00
dmxODLPae0E,stillworshipmusic,Find Peace in This Moment | Still Worship #peacefulmusic #gospelblues #prayer,1525,0.1979491173416407,1-6m,269,5.669144981412639,2025-11-16 11:30:40+00:00
gvdxYDjuifA,stillworshipmusic,Restore My Soul | Gentle Gospel Blues Worship for Healing,1025,0.13304776739356178,3h+,273,3.7545787545787546,2025-11-12 03:25:11+00:00
_yHtTiTDDWU,stillworshipmusic,Soulful Christian Music & Gospel Blues LIVE,1208,0.15680166147455868,3h+,275,4.392727272727273,2025-11-10 03:29:36+00:00
krm5rG007zM,stillworshipmusic,Uplifting Gospel Blues Prayer Time | Connect With God Deeply,1371,0.1779595015576324,3h+,276,4.967391304347826,2025-11-09 14:01:11+00:00
VLQ38EGL7DA,stillworshipmusic,Struggling to Find Peace? Try This Gospel Blues Worship,1021,0.13252855659397716,30-60m,285,3.5824561403508772,2025-10-31 13:01:09+00:00
e4vqEhGHWa8,stillworshipmusic,Soulful Blues Worship: The Music That Brings You Closer to God,1293,0.1678348909657321,6-30m,288,4.489583333333333,2025-10-28 13:30:46+00:00
tNKiT6ils0o,stillworshipmusic,Soulful Blues & R&B Worship: A Musical Journey,1418,0.18406022845275183,6-30m,290,4.889655172413793,2025-10-26 20:00:48+00:00
7Kn36PxYofM,stillworshipmusic,Christian Blues & Praise Music | Let This Soulful Worship Transform You,1223,0.15874870197300103,6-30m,332,3.683734939759036,2025-09-14 13:00:16+00:00
vfYMe4pAuAw,holygrooveofficial,When God Felt Silent — A Soul’s Blues Prayer,1161,0.19917653113741637,30-60m,222,5.22972972972973,2026-01-02 14:01:41+00:00
7m6fF6aWg4I,holygrooveofficial,Mary’s Cry at the Foot of the Cross — Blues Version,921,0.15800308800823468,30-60m,226,4.075221238938053,2025-12-29 16:58:13+00:00
x9G4o0al_Pw,holygrooveofficial,Praise the Lord 🎶 Acoustic Gospel Blues,1147,0.19677474695488076,6-30m,425,2.6988235294117646,2025-06-13 11:01:45+00:00
TJoyMt1Byu4,rivers-and-revival,Freedom Behind Bars | A Worship Anthem From Prison Cells (Acoustic Blues),1749,0.11324786324786325,1-6m,190,9.205263157894738,2026-02-03 16:32:37+00:00
OlsW8PCSdXE,rivers-and-revival,Proverbs in blues worship is INSANE! #bluesworship #worshipmusic #jesus,2714,0.17573167573167572,Shorts,277,9.797833935018051,2025-11-08 22:53:34+00:00
8oB4i-nPKbY,rivers-and-revival,Have you heard the Psalms in blues? #psalmsinblues #bluesworship #gospelblues,1841,0.11920486920486921,Shorts,285,6.459649122807018,2025-10-31 13:19:29+00:00
enjFs6MuG2g,rivers-and-revival,Psalm 86 sung in blues 😭😍 #bluesworship #worshipmusic,1045,0.06766381766381767,Shorts,286,3.6538461538461537,2025-10-30 21:04:32+00:00
ySPkhQvIK1w,rivers-and-revival,Follow for more psalms in blues! #bluesworship #psalmsinblues,3052,0.19761719761719762,Shorts,286,10.671328671328672,2025-10-30 16:30:24+00:00
Aqj04-kSxGU,rivers-and-revival,Psalm 8 in blues…WOW. #bluesworship #gospelblues #gospelmusic #psalmsinblues,2551,0.1651774151774152,Shorts,288,8.85763888888889,2025-10-29 00:04:30+00:00
EhAEJC4WRvo,rivers-and-revival,The Psalms hit so deep in blues… #bluesworship #psalmsinblues #gospelmusic #psalms,2501,0.16193991193991195,Shorts,288,8.684027777777779,2025-10-28 19:34:30+00:00
jyanZAsRwK4,christianblueshaven-oasis,God of the Impossible🙏🏾 Deep Gospel Blues Prayer | Emotional Testimony Song | Christian Blues Haven,1344,0.1623972933784437,3h+,64,21.0,2026-06-09 09:10:05+00:00
Omks3ZqNbc8,christianblueshaven-oasis,God I Tried But I Fell Again🙏🏾 Deep Gospel Blues Prayer | Emotional | Christian Blues Haven,801,0.09678588690188497,1-3h,74,10.824324324324325,2026-05-30 09:00:49+00:00
Zuc-XhuN7BU,christianblueshaven-oasis,Let It Break🙏🏾God Broke What Was Killing You | Deep Gospel Blues Prayer | Emotional Testimony Song,1292,0.15611406476558723,3h+,76,17.0,2026-05-28 09:10:18+00:00
D0Z1HUKpZYo,christianblueshaven-oasis,"LORD, I'm Tired But I Trust You🙏🏾 Deep Gospel Blues Prayer | Emotional | Christian Blues Haven",1364,0.16481391976800386,1-3h,78,17.487179487179485,2026-05-26 09:13:57+00:00
gU1NAV4WcA4,christianblueshaven-oasis,God Didn’t Let Me Break 🙏🏾 Deep Gospel Blues Prayer|Emotional Testimony Song | Christian Blues Haven,1214,0.14668922184630256,1-3h,82,14.804878048780488,2026-05-22 08:29:20+00:00
_NxaouoDKMg,gospelbluesescape,I Trust You Lord 🙏 2 Hours of Soulful Gospel R&B Worship for Faith in the Storm,1369,0.1226482709191901,1-3h,60,22.816666666666666,2026-06-13 10:00:20+00:00
6hVM9cXVvQc,gospelbluesescape,Jesus I Need You In This Midnight Hour 🙏🏾 Deep Gospel Blues Prayer | Black Gospel Music,660,0.059129188317505826,1-3h,62,10.64516129032258,2026-06-11 10:00:05+00:00
P19Fqf66A_s,gospelbluesescape,"Lord, Don't Let Me Fall 🙏🏾 Deep Gospel Blues for Prayer & Healing",906,0.08116824941766708,1-3h,64,14.15625,2026-06-09 10:25:54+00:00
vf_yUnBvwhg,gospelbluesescape,He Healed What Nobody Saw | Gospel Blues | When You’re Hurting in Silence,1060,0.0949650600250851,1-3h,65,16.307692307692307,2026-06-08 10:00:22+00:00
ekPAgGwXIhc,gospelbluesescape,I See Jesus 🙏🔥 | Powerful Gospel Blues Testimony | Baqi and The Blues,818,0.07328435764199964,1-3h,66,12.393939393939394,2026-06-07 10:00:08+00:00
5t1VwzlO26I,gospelbluesescape,"God, I’m Tired of Fighting | Gospel Blues | Prayer for Strength & Peace",721,0.06459415875291166,1-3h,67,10.761194029850746,2026-06-06 10:00:37+00:00
x8ijz7R3Fno,gospelbluesescape,I Still Believe 🙏🏾 Powerful Gospel Blues Testimony Playlist | Emotional Church Blues,923,0.0826912739652392,1-3h,79,11.683544303797468,2026-05-25 10:00:07+00:00
3R50XNRkS60,gospelbluesescape,Heroes of Faith: When God Transforms Pain into Glory | GOSPEL BLUES ESCAPE | GOSPEL BLUES,1021,0.09147106253359613,1-3h,81,12.604938271604938,2026-05-23 10:00:16+00:00
1-5Kk6ckBfg,gospelbluesescape,I Will Not Give Up 🙏🏾 Powerful Gospel Blues | Emotional Testimony Song | Healing Blues Room,1560,0.1397598996595592,1-3h,91,17.142857142857142,2026-05-13 10:00:50+00:00
Dg5GQppPDu8,gospelbluesescape,✨ Gospel Blues – My Christ | Deep Christian Blues Worship at the Cross,1388,0.12435047482530012,1-3h,150,9.253333333333334,2026-03-15 10:02:06+00:00
MyDgfIb_Gyw,gospelbluesescape,✨ Gospel Blues – Hope & Healing | Soulful Christian Blues Worship Music,1533,0.13734097831929762,1-3h,155,9.890322580645162,2026-03-10 10:01:05+00:00
7xR5F8AvG_4,faithbluesrevival,Thank God I’m Free | Powerful Gospel Blues Testimony Song | Emotional Church Worship 2026,777,0.1621960129422816,1-3h,60,12.95,2026-06-13 17:00:23+00:00
XjbJQKUBrYI,faithbluesrevival,Broken but Still Believing 🙏 Emotional Gospel Blues Testimony Song✝️❤️,872,0.182026928295585,1-3h,62,14.064516129032258,2026-06-11 17:00:13+00:00
XMn2wjji8qQ,faithbluesrevival,Jesus Made a Way 🙏 Powerful Gospel Blues Worship | Soulful Faith Music,608,0.12691785826114185,1-3h,63,9.65079365079365,2026-06-10 17:00:29+00:00
4JZ5Dxema4E,faithbluesrevival,I Still Believe 🙏 Powerful Gospel Blues Testimony Song | Emotional Church Worship 2026,654,0.13652019622168876,1-3h,72,9.083333333333334,2026-06-01 17:00:16+00:00
6dkN5g7Etcs,faithbluesrevival,I Still Believe Testimony 🙏 Soulful Gospel Blues Church Worship 2026,874,0.1824444212503914,1-3h,84,10.404761904761905,2026-05-20 17:00:09+00:00
gyM1hg6ul1k,bluescristianosprofundos,Alabanzas Cristianas 2025: Lo Mejor de la Adoración para Elevar Tu Fe | Música Cristiana🎶,613,0.19723294723294724,6-30m,526,1.1653992395437263,2025-03-04 03:36:59+00:00
dH7rI87YwYc,heavenlyatmosphere.c,NO LONGER A SLAVE TO FEAR  🙏🏾 Deep Gospel Blues Prayer | Emotional Testimony Song | Christian Blues,617,0.09967689822294022,1-3h,65,9.492307692307692,2026-06-08 16:00:28+00:00
FlDwVWFD3NE,heavenlyatmosphere.c,I NEED MORE OF YOU LORD  🙏🏾 Deep Gospel Blues Prayer | Emotional Testimony Song | Christian Blues,1163,0.18788368336025849,1-3h,66,17.62121212121212,2026-06-07 16:00:31+00:00
5o7DZcd5pEw,heavenlyatmosphere.c,THE SACRIFICE OF JESUS 🙏🏾 Deep Gospel Blues Prayer | Emotional Testimony Song | Christian Blues,1116,0.1802907915993538,1-3h,70,15.942857142857143,2026-06-03 16:00:00+00:00
34iTQjf_pU0,thebrokenhallelujah,Oh How I Love Jesus ❤️🙏 | Powerful Gospel Blues Worship Song | The Broken Hallelujah,903,0.16463081130355514,6-30m,62,14.564516129032258,2026-06-11 15:23:44+00:00
0Lmd7Ric34g,thebrokenhallelujah,THE STORM IS PASSING OVER 🌤️ | Powerful Gospel Blues Song of Hope | The Broken Hallelujah,1037,0.18906107566089334,6-30m,64,16.203125,2026-06-09 18:25:21+00:00
